Sat Sep 19 14:45:07 MSK 2015	Sport	In the TV land of Rugby World Cup giants, Martin Bayfield is king | Emma John	[Rugby World Cup 2015, Sport TV, Television, Chris Robshaw, England rugby union team, ITV channel, Rugby World Cup, Rugby union, Sport]
Sat Sep 19 14:32:30 MSK 2015	Fashion	Stella McCartney and Anna Wintour: an imaginary conversation – stylewatch	[London fashion week Spring/Summer 2016, Fashion, Life and style, Anna Wintour, Stella McCartney, Fashion weeks]
Sat Sep 19 14:16:34 MSK 2015	US news	Jeb Bush faces conservative fatigue over potential White House dynasty	[US elections 2016, Jeb Bush, Republicans, George Bush, US politics, US news]
Sat Sep 19 14:14:54 MSK 2015	Sport	Sebastian Vettel takes Singapore F1 GP pole with Lewis Hamilton fifth	[Formula One 2015, Sebastian Vettel, Ferrari, Lewis Hamilton, Formula One, Motor sport, Sport]
Sat Sep 19 14:12:50 MSK 2015	Sport	Wales rest big-hitters for Uruguay and look forward to England	[Wales rugby union team, Rugby World Cup 2015, Uruguay rugby union team, England rugby union team, Rugby World Cup, Rugby union, Sport]
Sat Sep 19 14:12:00 MSK 2015	UK news	Three problems with the Daily Mail’s story about Syrian refugees	[Immigration and asylum, Syria, Migration, Media, Middle East and North Africa, Newspapers, Refugees]
Sat Sep 19 14:00:18 MSK 2015	Children's books	The Crowham Martyrs by Jane McLoughlin – review	[Children and teenagers, Books, Culture, Teen books, Friendship (children and teens), Horror (children and teens), School]
Sat Sep 19 13:53:52 MSK 2015	Football	Chelsea leave nine-man Arsenal seeing red after vital Premier League win	[Premier League, Chelsea, Arsenal, Football, Sport]
Sat Sep 19 13:50:58 MSK 2015	Football	Chelsea 2-0 Arsenal: Premier League – as it happened	[Premier League, Chelsea, Arsenal, Football, Sport]
Sat Sep 19 13:42:40 MSK 2015	World news	Cuba: ‘I hope Pope Francis can promote peace among us’	[Cuba, Pope Francis, Americas, Catholicism, Christianity, Religion, The papacy, World news]
Sat Sep 19 13:40:38 MSK 2015	Life and style	A-list in our hearts? How Kim Kardashian finally gained our respect	[Kim Kardashian, Life and style, Celebrity]
Sat Sep 19 13:31:25 MSK 2015	Australia news	Canning byelection: Liberal candidate Andrew Hastie wins despite 6% swing against party	[Canning byelection 2015, Australian politics, Australia news, Western Australia, Liberal party, Coalition, Malcolm Turnbull]
Sat Sep 19 13:19:48 MSK 2015	Australia news	Canning byelection win vindicates Turnbull's leadership, Liberals say	[Canning byelection 2015, Australian politics, Australia news, Liberal party, Malcolm Turnbull, Julie Bishop, Tony Abbott, Western Australia]
Sat Sep 19 13:14:09 MSK 2015	Sport	TMO takes over England v Fiji after referee takes it upstairs too often	[Rugby World Cup 2015, Rugby World Cup, England rugby union team, Fiji rugby union team, Wales rugby union team, Rugby union, Sport]
Sat Sep 19 13:00:17 MSK 2015	Life and style	Penélope Cruz: ‘I love Spain, but I feel like a citizen of the world’	[Penélope Cruz]
Sat Sep 19 00:55:31 MSK 2015	World news	Syrian army bombards Isis positions in Palmyra	[Syria, Islamic State, Middle East and North Africa, World news]
Sat Sep 19 00:49:37 MSK 2015	World news	Did Fidel Castro predict the thaw in US-Cuba relations more than 40 years ago?	[Fidel Castro, Cuba, World news, Americas, Pope Francis, Barack Obama, Catholicism]
Sat Sep 19 00:10:16 MSK 2015	Stage	Too fat for fitness? Not when you're Roz the Diva, a pole dancing queen	[Dance, Life and style, Fitness, Race issues, Women]
Sat Sep 19 00:07:53 MSK 2015	Sport	England’s rugby-by-numbers beat Fiji but tougher World Cup tests await | Dean Ryan	[England rugby union team, Fiji rugby union team, Rugby World Cup 2015, Rugby union, Sport, Rugby World Cup]
Sat Sep 19 00:00:17 MSK 2015	Stage	This week’s new theatre	[Theatre, Stage, Culture]
Sat Sep 19 00:00:16 MSK 2015	Life and style	Staying fit while pregnant: 'we’re allowed to be flawed'	[Health & wellbeing, Life and style, Pregnancy, Family, Parents and parenting, Fitness, US news, World news]
Sat Sep 19 00:00:16 MSK 2015	Stage	This week’s new live comedy	[Comedy, Stage, Culture]
Sat Sep 19 11:59:15 MSK 2015	Television & radio	How Downton Abbey helped to rescue Highclere Castle from ruin	[Downton Abbey, Television, Television & radio, Period drama, Heritage, Culture, UK news]
Sat Sep 19 11:50:16 MSK 2015	Community	Feathered friends: your best birdwatching photographs	[Birdwatching, Birds, Environment, Wildlife]
Sat Sep 19 11:39:33 MSK 2015	Comment is free	I can't avoid Islamophobia. But it doesn't define me – my Americanness does | Asma Gull Hasan	[Islam]
Sat Sep 19 11:38:18 MSK 2015	Sport	NRL finals: North Queensland Cowboys 39-0 Cronulla Sharks - as it happened	[NRL, North Queensland Cowboys, Australia sport, Rugby league, Sport, Cronulla Sharks]
Sat Sep 19 11:30:15 MSK 2015	US news	The myth of Ronald Reagan: pragmatic moderate or radical conservative?	[Ronald Reagan, US news, Republicans, US elections 2016]
Sat Sep 19 11:10:23 MSK 2015	World news	Drunk air passengers could be banned from boarding UK flights	[Air transport, Alcohol, UK news]
Sat Sep 19 11:00:16 MSK 2015	Life and style	Turn one batch of red kidney beans into four different meals | Get ahead	[Food & drink, Chefs, Spanish food and drink, Mexican food and drink, Soup]
Sat Sep 19 11:00:16 MSK 2015	Comment is free	The US decision to send weapons to Syria repeats a historical mistake | Trevor Timm	[Syria, US military]
Sat Sep 19 11:00:16 MSK 2015	Children's books	Killer Game by Kirsty McKay – review	[Children and teenagers, Books, Culture, Teen books, School]
Sat Sep 19 11:00:15 MSK 2015	Football	Liverpool’s Jordan Henderson faces two months out after breaking bone in foot	[Liverpool, Premier League, Football, Sport]
Sat Sep 19 11:00:15 MSK 2015	Sport	He today that sheds his blood with me: when West Point rugby went to war	[Rugby union, US sports, US military, Sport, USA rugby union team, US news, New York, World news]
Sat Sep 19 11:00:15 MSK 2015	Music	Farm Aid at 30: decades later, America's farmers still hard-pressed	[Music, Neil Young, Farming, Willie Nelson, Culture]
Sat Sep 19 10:54:23 MSK 2015	Society	Academics at war over e-cigarette claims	[E-cigarettes, Smoking, Society, Health, UK news]
Sat Sep 19 10:53:12 MSK 2015	Politics	Jeremy Corbyn pulls out of speech at Stop the War conference	[Labour, Jeremy Corbyn, Politics, UK news]
