Fri Sep 04 16:43:45 MSK 2015	World news	Europe set for bruising battle over sharing refugee burden	[Refugees, Migration, Germany, France, Hungary, Czech Republic, Slovakia, European Union, Europe, World news]
Fri Sep 04 16:41:46 MSK 2015	Comment is free	This refugee crisis is too big for Europe to handle - its institutions are broken	[Refugees, World news, Migration, Syria, Middle East and North Africa, Politics, UK news, Economic policy]
Fri Sep 04 16:38:20 MSK 2015	World news	Refugee crisis: Hundreds set off from Budapest on foot – as it happened	[Refugees, World news, Migration, Europe, Hungary, Humanitarian response, Syria, Middle East and North Africa]
Fri Sep 04 16:28:17 MSK 2015	Life and style	'Necrophilia legislator' on a crusade to outlaw loophole of arcane era	[Sex, Massachusetts, Law, US news, US crime]
Fri Sep 04 16:26:55 MSK 2015	Books	Reading American cities: books about Austin	[Books, Culture, Fiction, Austin, Austin, Texas, Texas holidays, United States, North and Central America]
Fri Sep 04 16:26:03 MSK 2015	US news	2015 may be one of the safest years for law enforcement in a quarter century	[US policing, US news, Black Lives Matter movement]
Fri Sep 04 16:24:53 MSK 2015	World news	Men tell Polish TV they have 'irrefutable proof' Nazi gold train exists	[Poland, Second world war, Nazism, Europe, World news]
Fri Sep 04 16:24:50 MSK 2015	Art and design	Aylan Kurdi – and six other shots that shook the world	[Art and design, Culture, Syria, Migration, Vietnam, Tiananmen Square protests 1989, Iraq, Sudan, Alan Kurdi]
Fri Sep 04 16:24:08 MSK 2015	World news	Cameron limits UK's Syrian refugee intake 'to discourage risky journeys'	[Refugees, Syria, UK news, David Cameron, Middle East and North Africa, Politics, World news]
Fri Sep 04 16:21:03 MSK 2015	Sport	Are more women jockeys ready to follow in Hayley Turner’s riding boots?	[Hayley Turner, Horse racing, Sport]
Fri Sep 04 16:20:13 MSK 2015	Music	Michael Janisch's Paradigm Shift review – brilliant, but infuriating	[Jazz, Music, Culture]
Fri Sep 04 16:12:03 MSK 2015	Music	Demi Lovato's out and out summer anthem	[Pop and rock, Music, Culture, LGBT rights, Sexuality, Society]
Fri Sep 04 16:12:02 MSK 2015	Music	Alice Coote/English Concert/Bicket – a confused meditation on Handel's sexual ambiguities	[BBC Proms 2015, Proms, Opera, Classical music, Culture, Music, Festivals]
Fri Sep 04 16:10:21 MSK 2015	Music	Janet Jackson: is her past pop stardom 'Unbreakable' enough to stay relevant?	[Janet Jackson, Pop and rock, Music, Culture]
Fri Sep 04 16:06:22 MSK 2015	Music	BBCNOW/Søndergård review – the Albert Hall's great beast is unleashed	[BBC Proms 2015, Proms, Classical music, Music, Culture, BBC National Orchestra of Wales, Festivals]
Fri Sep 04 16:05:50 MSK 2015	Politics	Scottish independence referendum cost £2m more than expected	[Scottish independence, Scotland, Scottish politics, Politics, UK news]
Fri Sep 04 16:00:08 MSK 2015	xAd partner zone	Mobile disruptors: Imran Khan, xAd Inc – video	[xAd partner zone]
Fri Sep 04 15:58:23 MSK 2015	Football	Quick, hide the fruit bowl	[Football, Sport]
Fri Sep 04 15:46:49 MSK 2015	Football	Why Wayne Rooney, England’s most chastised player, deserves a cheer | Barney Ronay	[Wayne Rooney, England, Euro 2016 qualifiers, Bobby Charlton, Football, Sport]
Fri Sep 04 15:41:52 MSK 2015	US news	Kentucky county grants first same-sex couple marriage license after clerk jailed	[Kentucky, Same-sex marriage (US), LGBT rights, US news, World news]
Fri Sep 04 15:41:23 MSK 2015	Public Leaders Network	Refugee crisis: the UK local government response so far	[Public Leaders Network, Local government, Local government, Politics, Society, UK news, Refugees, Migration, World news, Collaboration, Syria, Middle East and North Africa, Immigration and asylum]
Fri Sep 04 15:40:19 MSK 2015	Football	USA turn page with Peru and Brazil friendlies as Mexico showdown looms	[USA, Friendlies, Football, US sports, Sport]
